comment_post_id	comment_time	user_id	to_user_id	to_user_name	comment_content	question_post_id
post_2061322	Nov 04, 2007	284452	None	None	Identical twins always have the exact same genetic markers and the exact same blood type.	post_2058468
post_3005758	Jun 06, 2008	529377	None	None	I am haveing identical twins and it is very scary i am about 21 wks and a few days i lost my sone not even a year ago at 24wks he was alive for 24 days so this is all really scary anyone got any helping advice o ya there boys	post_2058468
post_4012912	Feb 20, 2009	771999	None	anyone	are identical twins always the same sex?	post_2058468
post_4050237	Mar 03, 2009	782137	771999	revzora	Identical twins are always the same gender, except in extremely rare cases where they have chromosomal defect.	post_2058468
post_2252295	Dec 19, 2007	325852	None	None	I'm assumingheart problems sometimes develop later, after a diagnosis had been made, in people with Marfan Syndrome	post_2145451
post_2802766	Apr 19, 2008	217626	None	None	I also have EDS type 3 and I have MVP. I haven't heard of a connection between us and CV issues but our collegen is weak everywhere in our bodies so anything is possible. I am a patient at the NIH study and have learned that there is an association between EDS and FMD (Fibromucular Dyplasia)    FMD is where the arteries take on a beaded appearance. The arteries become very narrow and strokes can happen. These arteries can be repaired so they must be watched closely.You had mentioned that there is a study stating that 20% of EDSers may have CV issues. I would think that there is at least 20% of the non EDS community that would have some type of Cardio Vascular issus as well.Frequent check ups are important for all of    us. Just because we have EDS type 3 doesn't mean that we can't have symptoms of the other forms.    An EDS type 3 patient could still get aneurysms like a VEDS patient.    An EDS type 2 (classical) could still have dislocations.    Get well informed and make sure your doctors are also well informed.	post_2145451
post_2804205	Apr 20, 2008	328145	None	None	Thanks to both of you for your replies.    To add to your info 'Bethanyatg', it looks like FMD is more associated with EDS IV.    See below.taken from http://www.fmdsa.org/research_abstract.html"Presented at the American Society of Human Genetics Annual Meeting, Oct. 2006A cohort of patients with generalized Fibromuscular Dysplasia and features of Ehlers-Danlos Syndrome: A new phenotype. N.B. McDonnell1, J. Yang1, W. Chen1, B. Griswold1, C.A. Francomano1,2. 1) National Institute on Aging, NIH, Baltimore, MD; 2) Harvey Inst Human Gen, Greater Baltimore Medical Center, Baltimore, MD.The Ehlers-Danlos syndromes (EDS) are a heterogeneous group of hereditary disorders of connective tissue. Vascular dissections and aneurysms are a cardinal feature of the vascular form of EDS (VEDS) caused by mutations in COL3A1. Loeys-Dietz syndrome, a closely related phenotype, is caused by mutations in TGFBR1 or TGFBR2. We have identified a group of patients without mutations in COL3A1, TGFBR1 or TGFBR2 who presented with arterial dissections and aneurysms as well as stenotic lesions with a diagnosis of fibromuscular dysplasia (FMD) by pathology or radiology. Varying features of Ehlers-Danlos syndrome, such as atrophic scars, velvety or stretchy skin, joint hypermobility as evidenced by a high Beighton score, history of articular dislocations, uterine prolapse, joint pain, pectus deformities, pes planus and scoliosis were also present. Several of the patients had a family history of premature death from vascular events, as well as a family history of joint and skin abnormalities compatible with an autosomal dominant inheritance pattern. There were no reports of uterine or bowel rupture, or pregnancy related death in personal or family histories. The facial features were not characteristic of VEDS or Loeys-Dietz syndrome. The first patient identified was a 44 year old woman who had a history of carotid dissection, ruptured cerebral aneurysms, FMD of renal arteries and iliac vessels, multiple atrophic scars, frequent joint dislocations, and stretchy and doughy skin. A cohort of thirty patients with this syndrome has been identified and detailed phenotype and family history information has been assembled. The etiology of fibromuscular dysplasia is thought to be heterogeneous, with genetic and environmental factors proposed as possible contributors. Our findings suggest that there is a previously unrecognized variant of EDS, distinct from the VEDS and Loeys-Dietz syndrome, with FMD as a major clinical feature in addition to the skin and joint abnormalities. "	post_2145451
post_2816420	Apr 23, 2008	483975	None	all	Hi IÃ¢ € ™ve only recently heard about Ehlers-Danlos Syndrome. I have been looking for something to explain and connect my numerous ailments. (otherwise its just bad luck);-) I have seen a geneticist regarding suspected neurofibromatosis but this has now been disregarded as a possible explanation. IÃ¢ € ™m female and 21.I wanted to ask others with knowledge on the EDS what they thought, I am not particularly flexible, and wondered if all people with EDS are overtly flexible as I know there is more then just one classification of itÃ¢ € ¦Ã¢ € ¦..?I thought the best thing to do would be to list the problems/ characteristics I have and see what you experts think? Maybe IÃ¢ € ™m just grabbing at straws.Thanks BeckieHullax valgus feet from birth. Both dislocate easily.Idiopathic scoliosis. (present in both parents families, my mothers is severe at 87Ã‚ °)keloid scaring?, scars wide thin and white/ numerous stretch marks, 5 x cafÃƒ © au lait patches, bruise easily, achy joints.    calcium build up in neck vertebraeBoth my mother and I have small fatty growths on arms and legs.2001- Ewings sarcoma of the spine L3, L4. Surgery/Chemo/radioContinuing chronic pain in lumber region and neck.2006- diagnoses of Wolfe Parkinson white syndrome & vasovagal syncope2007- dual chamber pace maker implanted2008- left iliac fossa pain- concluded to be unexplained IBS.and a few other things i have seen like the thin lips/nose and small lower jawAny help much appreciated!!!!Let me know what you think please, IÃ¢ € ™m at the end of my tether xxxxxxx	post_2145451
post_2829099	Apr 25, 2008	328145	None	None	Hi,Try going on ENDF.com to look up profile of the different subtypes of Ehlers-Danlos.    Some medical articles have a list of related DX's for a differential diagnosis.    (making sure it isn't a related syndrome).    Much of it sounds like something on the collagen spectrum of disorders.    There are other physical symptoms which is part of the diagnosis,,,, yours are something to suspect when looking at these disorders.    So look there.    Otherwise, I am no doctor.    (My guess is that the cancer is just being "lucky" and unrelated to the rest.)	post_2145451
post_2830808	Apr 26, 2008	328145	None	None	Correction..... it's EDNF.org	post_2145451
post_3436424	Sep 22, 2008	607015	None	Bethanyatg and Sandy Sandy	Hi Bethany/SandyVery interesting.    I have been looking into this myself, as both my aunt (age late 50s) and myself (45) were diagnosed officially as HEDS.However, a few weeks ago my aunt had a major vascular emergency (burst artery!) and nearly died.    As she bruises very extensively, I immediately thought "OMG! VASCULAR EDS!"I told her to inform the hospital vascular team about this possibility, and she has since seen our EDS specialist (Professor Grahame).    He is sending her to be tested for VEDS, but this will take some time.I thought that types ran true in families, but I am very much type III, so how does that work if she turns out to be vascular type?!This made me consider the possibility that HEDS and VEDS could have some crossover symptoms.    Like you both say, our tissues are fragile, so I suppose there is always the possibility that we could have a vascular episode.    Like you say Bethany, we need to be aware.I personally have had some symptoms which could be bleeding in the brain, or something similar, so am seeing a neurologist to get some of my scary symptoms checked out (so important now that this has happened to my aunt).If we find out any more we should keep in touch!	post_2145451
post_3438840	Sep 22, 2008	328145	None	None	My daughter went to her yearly geneticist visit..    Since she always gets slight bruising on her thighs... for no reason, seemingly... the dr. thought she should be tested for EDS II (the mild form of the classical type).    She said it was a small chance but would be good to know.    It turned out negative.    So there is cross-over in symptoms but I think it is due to the way the types are delineated rather than actually being a different type.    It's just the nature of the "game".I hope you don't prove to be the vascular type, jawsUK.    If it is any comfort to you, most EDS's with the vascular type don't live past their 3rd or 4th decade.    So your aunt doesn't look as though she fits the profile and you are nearly there.    However, the burst artery certainly is suspicious of being EDS related.    Did you know that in families the same form of EDS is passed down but the level of severity that presents in each person with it is individual?    So just because your aunt had a burst artery, you should be watched but it doesn't mean your life will follow in the same fashion.    Good luck.	post_2145451
post_3956349	Feb 05, 2009	17590	483975	beckie1308	You and my nephew share a lot in common.    Please visit his site and sign his guestbook to stay in touch.http://www.lupusnlondon.8k.com	post_2145451
post_3661467	Nov 15, 2008	683602	343302	ami76	I dont know what the percentage of babies are that will live but I have a 4 month daughter that has been diagnosied with the semi-lobar holoprosencephaly and she is alive and as well as we can be they are treating her for many different things but she can live a long and great life. I know a great site that you can info from to help answer some of your questions. It is the carter center for hpe. They can answer just about any thing you nned to know about this disorder .	post_2140767
post_2081054	Nov 08, 2007	264002	None	None	It is unlikely that either the cortisone shot or the flu shot will have any impact on your pregnancy. The Organization of Teratology Information Specialists will have a hotline or other service in your area where you can call with the specific dose and type of cortisone and flu shot for added reassurance.	post_2030163
post_3403451	Sep 14, 2008	619343	None	None	OMG!    please do not get any more injections..    doctors are not always competent	post_2030163
post_3217616	Jul 30, 2008	575045	None	atlboy	my guess (as a tall mom) would be.... if you are a boy...you will be taller than your father!	post_2239714
post_2056679	Nov 02, 2007	321505	316958	Kim2424	Premature Ventricular Contractions (PVC) is caused by defect in electrical conduction of the heart.Marfans can affect the heart, and cause valve leakage.Theoretically, Marfans can cause leaking valves, leading to enlarged heart, leading to conduction defects, and thus finally causing PVC. This, however, is not a common occurance.	post_2039472
post_3187775	Jul 22, 2008	568315	316958	Kim2424	HI Kim,I am a 35 year old female with Marfan's syndrome. I was diagnosed at the age of 5. I have been having PVC"S for the past 8 years and up until a month ago they really didn't bother me much. However, last month I had severe PVC's that thru me into a panic attack and tachycardia and ended up in an ambulance headed to the ER. My regular cardiologist changed my betablocker to Metoprolol, and I have been doing some better. Still getting them on a very regular basis and they are starting to affect my activity. As far as the link between marfan's and PVC's I am not sure, I just thought I would put my 2 cents in. It is scary when the big one's come, my Dr. reassures me that they are not life threatening but I just cant convenience myself. I have had several family members with marfan's and all died at young ages in their 30's and 20's. I take this thing very seriously, and probably sometimes overreact and cause myself more harm. But, I have two small children and I worry about them and my health. Hope you are doing well, I would be interested in knowing how you are doing now, seems it was last october when you posted your question, and if you have found any more answers.	post_2039472
post_2593311	Mar 03, 2008	419309	300453	andreagee	You mean abnormal karyotype? 69,XXX is also known as "triploidy."	post_2111408
post_2323144	Jan 06, 2008	379666	350442	Jlisa	Hi Jlisa,I read up a bit on this one because it was an interesting question.    In this case, I think it wouldn't make much of a difference because a)The genetic inheritance of lupus among populations is low b)The inheritance isn't entirely concordant(that means, environmental or external factors also play a role, c)Your population size is high, thus having a high degree of variation d)Lupus involves more than one gene and e)You already know what it is and are looking to explain clinical manifestations.However, just in case these neurological effects are due to something unrelated to lupus, it might be useful to inform your doctor of your lineage and whether any of your other family members display or have displayed similar symptoms.    Truth be told though, the average family practitioner is probably unlikely to spot or look for a genetic link (and it would likely be unwise to do so), unless your family members have experienced similar symptoms.    So it is probably unnecessary in this case; it is probably a good thing to tell them anyways as you never know when your inheritance will come in handy in the future.	post_2170960
post_2451975	Jan 31, 2008	219373	None	jlisa	do not know if you will check this anymore but, you should ABSOLUTELY tell your doctor about your ethnicity.    there are several genetic defects associated particularly with ashkanazi jewish descent, these are paticular to your ethnic group (some of these are deadly conditions such as Tay Sacs and some blood disorders).    he may recommend additional testing for you and your unborn children and may need to prepare for certain problems if you do decide to have children.    i am not a doctor but i did go to medical school and i would advise you should always disclose EVERYTHING about you, your background, your habits, etc. to ANY doctor.    doctors can only help you if they know as much as possible.    you may think there is something a doctor does not need to know, but sometimes the most minute thing can be important.    although lupus is not known to be genetic, there are other important things the doctor may need to know.	post_2170960
post_2448920	Jan 31, 2008	371810	None	dowie	I have tried a couple different locations of this forums to get a similar question answered.I too recently found out that I have the MTHFR mutation and the factor V deficiency.    I know that the factor V help explains why I had the mysterious MI 3 years ago, ( I was an otherwise healthy 28 Yr old woman).    I do have a family history of early cardiac events. I was placed on folic acid for the MTHFR and was already on ASA due to the MI (that was the treatment that doc stated would be for the FVL).    Do you know of anyother complications for the MTHFR, except the birth defect issue?	post_2337053
post_2425805	Jan 29, 2008	403031	371980	bandnmom	Contact David Cry at the ALD Foundation. He is doing wonderful work with families and raising money for research. Tell him Dorothy from Genesis Genetics suggested you contact him. Good luck!	post_2304746
post_2448340	Jan 31, 2008	371980	403031	PGDDorothy	How do I contact him? Email, phone? Please PM me the info if you wouldn't mind.. Thank you very much. Your help is appreciated.	post_2304746
post_2413040	Jan 25, 2008	254172	None	pmp44 grandparents first cousins	I would certinly mention it to him and also about the son with mental retardation.    Sometimes these things can skip a generation and show up later.    Also, it could show up as something different but still in the same family so to speak. For instance, Autism, Dyslexia, ADD or ADHD and Tourettes Syndrome are sort of in the same Family but each is different or can be in combination such as Autism with ADD or ADHD. I am not saying that the person you mentioned as being retarded has any of these, just using it as an example. You may have nothing to worry about.    I would try to find out if there is anything back in the family -- genetics .    That in itself may be almost impossible as that sort of thing may be a family secret .PJ	post_2084048
post_2338919	Jan 09, 2008	382927	357702	juliannaspring	The best advice I could give would be to schedule an appointment with a Genetic Counselor/Specialist.    That way you are dealing with a doctor that can give you facts and proper treatment or refferals.	post_2218355
post_2400976	Jan 23, 2008	16661	357702	juliannaspring	Hello...get a second opinion. There are some people who have the same genetic problem who show no sypmtoms to other family members who are affected. That is because since the duplicate would be on one x chromosome, the other good x may kick in more or less. So if there is say 75%-100% of that good chromosome and the other is supressed, you would not show any symptoms. There are other genetic conditions that work like this, like Rett Syndrome which my daughter has. BTW RS has many of the symptoms you describe so if you haven't had her tested specifically for it, you should. But the duplicate chromosome problem may be the culprit.	post_2218355
post_2338936	Jan 09, 2008	382927	339450	frgwtchr	Search for a Genetics Center in your area, or nearby.    Tell them you would like to have genetic testing done, emphasizing "Krabbe's Disease".    I don't know what that disease is or if they can test for it, but they should be able to answer that.    They can also test for many other chromosome abnormalities that might cause problems during pregnancy.	post_2125863
post_2252377	Dec 19, 2007	325852	None	None	your doctor is retawded100 bucks says your're a marfanfind a better doctor!	post_2002020
post_2290723	Dec 30, 2007	325852	None	None	could also beelhers danlos syndromehypermobility syndromeif your doctor refused to address these issues, find one who will!!also.. stay active, even if it causes you physical pain. if you don't you could very well fall into a very miserable rut.	post_2002020
post_2284037	Dec 28, 2007	372228	None	Jamsr	what happened?Dr. Rabin	post_2196811
post_2176676	Dec 03, 2007	327078	None	HEATHERDUGDALE	SORRY TO HEAR OF YOUR DIAGNOSIS.WHERE DID THEY DO YOUR TESTING. AND WHAT WERE YOUR SYMPTOMS	post_1952192
post_2252322	Dec 19, 2007	325852	None	Heather	cool, can't wait to check out your siteI'm at risk. I was adopted, so I haven't really seen much. I like reading other peoples stories and such though. gives me an idea of what I'm possibly in for.	post_1952192
post_2252261	Dec 19, 2007	325852	None	jajaja	so... maybe you're just going to have to wait until your baby is born?	post_2180554
post_2240336	Dec 16, 2007	363565	None	None	dont shoot any where near the vagina.	post_2135076
post_2080982	Nov 08, 2007	264002	None	None	Dear kfdbuddy,I am sorry to hear about your situation. There are a couple of reasons why the CVS (chorionic villi sampling) test may not have identified the presence of an extra chromosome in your daughter.First is a technical reason. The villi are snuggling in to the mother's uterus to form the placenta at 10-12 weeks of pregnancy. The villi typically have the same genetic makeup as the developing baby. When the villi are sampled, some of the tissue from the mother gets sampled as well. There is a chance that the villi are missed completely and only mother's tissue is sampled. Also, the villi and the mother's tissue look very different under a microscope, and the lab will remove the mother's tissue. If for some reason the mother's tissue is not completely cleaned up, there is a small chance that the genetic analysis really reflects the mother and not the developing baby.The second reason is biological. Sometimes the errors in cell division that cause a baby to have an extra chromosome happen after the baby has already started to develop. The developing tissue-baby, umbilical cord, and placenta, might end up with    different mixes of chromosomes. This is called mosaicism. It is not common, but it is possible that the villi could be normal 46,XX and the baby be 47, XX+13.Please discuss this with your healthcare provider. He or she can talk to the lab that did the testing. The lab should be able to review their records and provide an analysis of how they processed your sample. Some labs keep the original test slides that will contain the DNA from the sample on it, and they may be able to compare that DNA to yours and your daughter's. This will answer whose tissue was tested at the time of the CVS, and determine if some kind of mosaicism happened.Best wishes to you.	post_2066566
post_2210775	Dec 09, 2007	357435	324104	kfdbuddy	Sorry to hear that your baby girl was born with trisomy 18.    Many years ago I had genetic counselling after two miscarriages - one with trisomy 18.        THen I had an amnio with my next pregnancy.     My daughter was born with Cystic Fibrosis.    At the time CF could not be diagnosed with an amnio.Our life certainly changed, but I learned to adjust.    I found that what used to be important (like keeping up with the Jones) - was no longer a priority.    Our life is different than what we expected but so much richer by loving our daughter(for a long as she may live)    and by knowing the doctors, nurses and other parents of children with Cystic Fibrosis.I hope you and your family can make the best of this unexpected situation.     Best Wishes to You.	post_2066566
post_2192405	Dec 07, 2007	355590	None	None	Guess I should include Child/Father TPOX too, 8, 11 / 8, 11.    Should have been 2nd from the bottom.    Sorry for the oversight.	post_2192346
post_2192415	Dec 07, 2007	355590	None	None	Okay, one more time, maybe I can post correctly this time.Child/FatherTH                8, 9.3 / 8, 9.3TPOX     8, 11 / 8, 11Mother6, 811	post_2192346
post_2176726	Dec 03, 2007	327078	None	PARADOXICAL	DID THEY DO A    CHROMOSONE ANALYSIS?	post_2152930
post_2159733	Nov 29, 2007	346461	None	None	LOL about says it all	post_2154176
post_2159765	Nov 29, 2007	346461	None	None	Mike, consuming another man's sperm will not make you any more intelligent. Perhaps you should pick up a textbook instead..	post_2154176
post_2111479	Nov 16, 2007	90270	None	None	I don't know why on earth my post was posted 5 times...I am sooo sorry!! If you could delete all but one I would appreciate it. Good grief!! Sunny	post_2111307
post_2088143	Nov 11, 2007	214105	None	None	It is probably just a normal growth spurt common to many children that age as opposed to being specifially related to your genese.	post_2074331
post_2081092	Nov 08, 2007	264002	None	None	Both CVS and amniocentesis have pros and cons. CVS (chorionic villi sampling) is done earlier in pregnancy, about 10-12 weeks, so the information that it can give you is received at a much earlier date in the pregnancy. This is incredibly important for some individuals, particularly if they have higher than average risks. CVS may have a slightly higher miscarriage rate than amniocentesis, and if done before 10 weeks of pregnancy, there may be an association with an increased risk of fetal limb defects. CVS does not test for open neural tube defects. Additionally, there is a very small but real chance that the CVS results cannot be fully interpreted and an amnio is needed to clarify results, or a error in cell division happens after the fetal and villi tissue have separated, and the CVS result doesn't completely represent the fetal genetic makeup. Rare, but again on the list of things to know about.Amniocentesis is done later in pregnancy, about 15-18 weeks. It has a slightly lower risk of miscarriage than CVS. It is testing skin cells that have sloughed off the developing baby so is more of a direct genetic test than CVS. It also looks at alpha-fetoprotein (AFP) in the amniotic fluid, and if needed, will look at an enzyme called acetylcholinesterase (ACHE). Those tests combined will diagnose about 98% of open neural tube defects (spina bifida). CVS cannot provide that information, but ultrasound technology has advanced to the point that individuals who have CVS typically have a blood AFP done and a targeted ultrasound to determine if spina bifida is a concern.I hope that helps.	post_2021250
post_2081066	Nov 08, 2007	264002	None	None	It is unlikely that the developing baby received enough radiation to cause any problems.     The radiologist or other expert responsible for the equipment used for your X-rays should be able to calculate out the amount of radiation you received. The Organization of Teratology Information Specialists (OTIS) will have a hotline or other service available in your local area that can review the level of radiation you received and give you further reassurance.	post_2028599
post_2081039	Nov 08, 2007	264002	None	None	There are two copies of the gene for Rh negative or positive. Positive (+) is dominant over negative (-), so by the fact that you are negative, we know you are -/-. You only have a - to pass on to your children. Because one daughter is also negative, we know that her father is +/-.    Therefore there is a 50% chance for each child to receive the + gene and be positive.	post_2042182
post_2081026	Nov 08, 2007	264002	None	None	I am not aware of any. Rh is a genetically determined factor. The only situation in which I could think this might happen is if an individual had a bone marrow transplant. In that case the DNA and other blood components reflect that of the blood donor, not the recipient.	post_2061552
post_2081015	Nov 08, 2007	264002	None	None	Dear mogbert,You described a number of issues, and none definitively point to a single inherited syndrome. According to OMIM (Online Mendelian Inheritance in Man) ear tags can be seen in over 20 different syndromes. To understand if an inherited syndrome applies to you, which one it is, how it can manifest itself in various family members, and what the chance is you could have children with the same syndrome, I recommend that you see a local medical geneticist. This healthcare provider can do a physical exam specifically to look for genetic syndromes that a routine physician may overlook and provide you with comprehensive information about what they find. The American College of Medical Genetics is a great place to find a local geneticist.	post_2065841
post_2080942	Nov 08, 2007	264002	None	None	Dear Jenbug,MTHFR is one of the most confusing areas of genetics today. The literature is all over the place on what it means. Some researchers have found definite correlations with miscarriage and other health concerns, and others have not been able to verify those results.Part of the issue is likely due to the fact that the MTFHR enzyme is just one piece of a very large biochemical pathway that regulates homocysteine levels. Not all the parts of this pathway are clearly understood yet, and not all of the genetic variants in that pathway have been identified. Additionally, vitamin and other "environmental" factors influence the levels of homocysteine, so it is not constant and can change over time. Vitamin levels can change over time as well. That makes it difficult to know for sure how MTHFR mutations (which are constant and don't change over time) are impacting a person at any particular moment.I am sorry that you have to deal with this confusion-many healthcare providers use the MTFHR mutation information as an interesting piece of information that may help explain clinical problems, but typically they will use homocysteine and vitamin levels to help identify what to do about it.I hope that helps clear things up a bit!	post_2068377
post_2080910	Nov 08, 2007	264002	None	None	Congratulations on your new granddaughter. I am sorry that this joyous time has a big question mark hanging over it.The Quad test is a screening test. This means that it cannot diagnose Down syndrome, but can identify people who may be at higher risk for having a baby with Down syndrome and offer them diagnostic testing, such as an amniocentesis. The test is correctly positive in about 75-80% of pregnancies with Down syndrome. The ratio of 1:9 means that 1 in 9 pregnancies with the lab values identified in your daughterÃ¢ € ™s test will have Down syndrome. Therefore 8 of 9 pregnancies, or about 88%, of pregnancies with this result will NOT have Down syndrome.Best wishes to you and your family.	post_2072609
post_2061585	Nov 04, 2007	173939	None	None	Amniocentesis is more accurate, detects more abnormalities. There seems to be an ever so slightly higher risk of cramping and miscarriage after the procedure but it is really minimal overall.	post_2021394
post_2046140	Oct 30, 2007	284452	None	None	This is not characteristic of hermaphroditism, but if you are concerned, speak with a gynecologist who would be able to physically observe what you are describing. There's no hurt in going in just to put yourself at ease.	post_2041586
post_2045458	Oct 30, 2007	317485	None	None	The DNA coils up into chromosomes.	post_1875767
post_1933094	Sep 28, 2007	222671	None	None	i was a twin. im pregnant and its only one. somone said its very possible and even more possible with more pregnancys. or at least you chances increase.	post_1911562
post_1943153	Oct 02, 2007	290107	None	Mixxi	are you a fraternal twin or identical? there are many studies that show that fraternal twinning is linked to genetic causes, while identical twinning is less likely to be genetic.	post_1911562
post_1958816	Oct 06, 2007	293895	None	None	I am not a twin and niether is my mother, but we both conceived twins. There is no genetic link to identical twins, but fraternal twins are hereditary. For example, My mom and I both ovulate either twice or two eggs at a time. Now I just hope it's not everytime, but only time will tell.	post_1911562
post_2018982	Oct 24, 2007	282544	None	None	i am not sure two of are identical and one is fraternal...my mother release two eggs but got 3...my mother however is a fraternal twin	post_1911562
post_2042189	Oct 29, 2007	310974	None	all	"Thank you for your question.    Having monozygotic twins is not typically something that runs in families.    However, having dizygotic twins does run in families and happens more frequently after the second pregnancy.     If the twins in your families are dizygotic, then your chance of having twins is higher than someone without that family history. "this is from DNA Direct-LK,MS,CGCi asked the same question else where in the forums.Hope this helped you out a bit more!Mrs. S	post_1911562
post_2022087	Oct 24, 2007	311899	None	None	by the way, my smoking habits were ONLY social, never something i did every day. on occasion i have chain smoked at a social gathering or just hanging w/ friends.switching from normal cigarettes to clove cigarettes was probably did not make a difference in my health even though ive heard they are even worse for you. ive only been smoking djarum blacks for about a month or so now.	post_2021296
post_1906093	Sep 20, 2007	280796	None	None	This is a sincere question, I just wanted to add that I understand masturbation has nothing to do with genetically effecting the sperm, but I am worried that since my quantity and quality of sperm may have been affected that I will have a higer rate of deformed or poor sperm fertilizing the egg.	post_1904086
post_1918292	Sep 24, 2007	284452	280796	balen	You're fine - Masturbation is perfectly healthy and will have absolutely no effect on your sperm count or quality.	post_1904086
post_1920679	Sep 25, 2007	278608	None	None	you can masturbate as often as you like...what comes out on your hand will be the same as what goes in a woman no matter how much you do it!	post_1904086
post_2009473	Oct 21, 2007	308398	280796	balen	this is part of a big myth. Like the Chinese idea, that every time you masturbate you lose part of your life force. Sperm is made no matter what. If you dont masturbate or have sex, you'll have a wet dream. and most guys dont have too many wet dreams, well cuz they haves sex or masturbate. it's all the same sperm.	post_1904086
post_1877675	Sep 11, 2007	142791	269970	oh well	If you have a postiive ANA result, you could have an autoimmune disease. The test does not tell you which autoimmune disease you might have. In addition, 25% of CFS patients' and 29% of fibromyalgia patients' have a positive ANA titer as well.ESR (AKA: sed rate) checks for inflamation(inflammation)in your bodyRPR - checks for syphillis(syphilis). However, if you have lupus and a number of other health conditions, you can get a false positive lab result. Physicians' sometimes order this test not to check for syphillis(syphilis), but to help rule out other conditions.RF - Is order to help diagnose rheumatoid arthritis and Sjogren's Syndrome. I read recently that 18% of fibromyalgia patient's also have a positive RF.HLA B27 - This test is ordered sometimes when a physician believes you may have an inflammatory autoimmune disease.ACE - This test is often ordered to help diagnose sarcoidosis and other health conditions.	post_1869094
post_2254754	Dec 19, 2007	350595	366339	tasso	Hello.What you have described can be termed as "Cognitive deficits", and not purely memory problems. Cognition is a collective term for memory, reasoning power, etc.Your Psychiatrist wants to rule out the possibility of Dementia. Such symptoms are seen in Dementia, too. However, it is likely that these syptoms(symptoms)are a result of your Depression.Regards	post_2253851
post_2359688	Jan 14, 2008	378461	366339	tasso	I too have experienced exactly what you have described and I am 34 years old. What struck me in particular about your post was the following statement:"experiences during the day, when recollected, seem discrete and unconnected - i.e., can't quite recall when such and such happened or whether it was today or yesterday." I had a hard time putting in words what you just did.I have been on 20mg Lexapro for over 7 years now. I had these issues while on the medication but do worse "mood" wise if I am off them. I think it is wise that your Dr. is ruling out other possibilities. If everything comes back clear, I suspect the medication may be playing a role in this. I have seen other posts on these forums describing similar symptoms after starting anti-depressants.	post_2253851
post_8228648	Aug 11, 2012	3180207	None	None	there are dissociative disorders that cause memory issues and cause you to forget things.if there is abuse in your history including mental, emotional, physical, or sexual abuse i would say that you should look into a dissociative disorder.a dissociative disorder is a way of coping and your brain "checks out" and it causes you to forget things.most psychiatrists don't catch on and it goes undiagnosed.good luck.	post_2253851
post_2152069	Nov 27, 2007	338187	None	None	Hi.How old is your mother now? Has she recently experienced emotional distress or very strenuous physical activity? Does she have a history of migraines? What about cardiovascular disease?There is a condition called transient global amnesia wherein there is a sudden onset of loss of memory with retention of one's personal identity in spite of the amnesia. The person suffering from transient global amnesia has no symptoms that can be attributed to brain damage, no seizures, and has normal cognition. TGA lasts for less than 24 hours with gradual memory return.Aside from strenuous physical activity and emotional distress, it can also be caused by sudden immersion in cold water, sexual intercourse, as well as some medical procedures. It usually affects people above 50 and the risk appears to increase in older people with a history of migraines.It is difficult to distinguish immediately whether the sudden memory loss is due to TGA or a serious condition such as stroke, TIA or seizure. Because of this, prompt medical attention should be immediately given for persons experiencing sudden memory loss and confusion.It would be advisable to have your mother consult a physician at the earliest possible time to assess her medical status.Good luck.	post_2151949
post_2449469	Jan 31, 2008	404804	346193	Joan2578	This happened to me one day and my doctor diagnosed it as TGA. HE said short memory loss like that is TGA and it will usually happen one in a lifetime and that it isn't really anything to worry about.	post_2151949
post_2299824	Jan 01, 2008	368886	254172	junie37	Hello.I appreciate the way you have described the symptoms. You have given a clear picture of what your husband is going through. I will try my best to match your query.First of all, there is nothing in the examination or investigations that rule out dementia in him. I would rather go for at least a Neuropsychological assessment and an MRI of the Brain.Since your husband is a chronic hypertensive, he may have developed small areas of infarction in the sub-cortical white matter. Again, an MRI is essential. This condition may cause a vascular kind of dementia.Regarding the doubt about this being a TIA. A TIA is typically a spell of neuronal ischemia which lasts not more than 24 hours. Since the symptoms are longer than this, we can rule out the TIA here.Since he is having problems in decision making, it looks like some of his frontal lobe functions are affected. It remains to be seen if the laser was responsible.I would recommend that you schedule an MRI with and without contrast, a Neuropsychological assessment and a Neurologist's visit.Hope you get your answers soon.RegardsDr Abhijeet Deshmukh	post_2292345
post_2321615	Jan 05, 2008	254172	None	None	Thank YOU !!!	post_2292345
post_2323360	Jan 06, 2008	368886	254172	junie37	Hello.You are welcome.Has any appointment been scheduled for a detailed clinical examination and the investigations mentioned ? I guess, as you mentioned, his complete physical examination was never done.Regards	post_2292345
post_2276820	Dec 26, 2007	368886	370631	Daughter52	Hello.I understand your concern. But it is always better to have a clear diagnosis before we start treatment. This prevents any complications in the future.The EEG and MRI will be able to tell if he has signs of Dementia. If the memory loss is recent, he may have what is called as 'Mild Cognitive Impairment' (MCI), which is an early stage of dementia. The possible treatments do include Aricept and Razadyne among other non-drug treatments.The tests are being done to help us diagnose Dementia or MCI. If the tests do not indicate these, we have to think of other possibilities, and the treatment line will change.Regards	post_2276735
post_2772100	Apr 12, 2008	122503	None	None	I don't think there is one tell all sign.     A neurologist would be the place to start.	post_2753258
post_2832311	Apr 26, 2008	461586	474238	shirley48	Hi, there are many signs to be looking for as so many ppl are different.    The most common one that I have heard to going out for something and completely forgetting what they have gone out for or coming back with something totally different another thing which I have heard is forgetting how to tigh your shoe lace.    There are so many it's unreal!!!	post_2753258
